Composer	Title	RISM ID	A number	B number
"Stamitz, Anton$d1750-1809a$030003031"	"Six duo, pour un violon et un alto ... œuvre X. [Paris, La Chevardière]"	990060718	S 4393; SS 4393	
"Stamitz, Anton$d1750-1809a$030003031"	"Six duo concertans [D, G, C, B, G, F] pour violon et alto. [Paris, Mmes Le Menu et Boyer]"	990060724	S 4397; SS 4397	
"Rameau, Jean-Philippe$d1683-1764$0169730"	"Dardanus. Tragedie ... représentée pour la premiere fois par l'Académie royale de musique, le dix-neuf octobre 1739. [Paris, auteur; Vve Boivin; Le Clair; Mme Monet]"	990053556	R 133; RR 133	
"Rameau, Jean-Philippe$d1683-1764$0169730"	"[title page:] ACANTE ET CÈPHISE | OU | LA SYMPATHIE. | PASTORALE HÉROÏQUE | A L'OCCASION DE LA NAISSANCE DE MONSEIGNEUR LE DUC DE BOURGOGNE, | MISE EN MUSIQUE | PAR | M. RAMEAU, | Et représentée pour la premiere fois par l'ACADÉMIE ROYALE DE MUSIQUE, | le Jeudi 18 Novembre 1751. | PRIX | Treize livres en blanc & quinze livres rélié. | A PARIS, | Chez {L'AUTEUR, rue de Richelieu, vis-à-vis la Bibliothêque du Roi. | La Veuve BOIVIN, Marchande, rue Saint Honoré, à la Régle d'Or. | M. LECLERC, Marchand, rue du Roule, à la Croix d'Or. | Avec Approbation & Privilége du Roi."	990053547	R 122; RR 122	
"Rameau, Jean-Philippe$d1683-1764$0169730"	"LES FÊTES D'HÉBÉ | OU | LES TALENTS LIRIQUES, | BALLET, | REPRÉSENTÉ POUR LA PREMIERE FOIS, | PAR L'ACADEMIE ROYALE DE MUSIQUE, au mois de May 1739. | DÉDIÉ | A S. A. S. MADAME LA DUCHESSE DOUAIRIERE, | PAR M. RAMEAU. | Le prix, en blanc, 12 liv. & 14 liv. relié. [I-CRsp] [A PARIS, | Chez L'AUTEUR, ruë des Bon-Enfans, à l'Hôtel d'Effiat. | [Chez] LA VEUVE BOIVIN, ruë S. Honoré, à la Régle d'Or. | [Chez] M. LE CLAIR, ruë du Roule, à la Croix d'Or. | AVEC APPROBATION ET PRIVILEGE DU ROY.]"	990053561	R 138; RR 138	
"Rameau, Jean-Philippe$d1683-1764$0169730"	"[caption title, p. 341:] LIVRE TROISIÈME | QUINQUE."	990053593	R 172	
"Steibelt, Daniel$d1765-1823$0331204"	"Le rappel à l'armée. Fantaisie militaire pour piano-forte, œuv.: 65 [London, George Walker]"	990061654	S 5346	
"Stamitz, Carl$d1745-1801$0121537"	"Trois sonates [G, A, Es] à violon et viole ... œuvre XII [Nr. 3 = op. 1/6]. [Berlin, Johann Julius Hummel; Amsterdam, au grand magazin de musique]"	990060857	S 4529; SS 4529	
"Stamitz, Johann$d1717-1757$030003032"	"Six grand orchestra trios [C, A, F, D, B, G] proper for small or great concerts ... opera prima. [London, Robert Bremner]"	990060905	S 4577; SS 4577	
"Stanley, John$d1712-1786$030004420"	"Six solo's [a, e, G, h, D, D] for a german flute, violin or harpsicord, opera quarto [!] [London, John Johnson]"	990060996	S 4678; SS 4678	
"Shield, William$d1748-1829$030004470"	"The nunnery. A comic opera ... selected & composed by W. Shield. [London, Longman & Broderip]"	990059474	S 3095	
"Pleyel, Ignace$d1757-1831$024761"	"Three solos for the flute [London, Broderip & Wilkinson]"	991024812	PP 4365a	
"Bach, Carl Philipp Emanuel$d1714-1788$02561"	"[heading, p. 32:] Ermunterung die Schrift zu lesen."	1001072985		
"Bach, Carl Philipp Emanuel$d1714-1788$02561"	"[heading, p. 38:] Die Güte Gottes."	1001072990		
"Bach, Carl Philipp Emanuel$d1714-1788$02561"	"[heading, p. 40:] In Krankheit."	1001072992		
"Bach, Carl Philipp Emanuel$d1714-1788$02561"	"[heading, p. 41:] Vom Tode."	1001072993		
"Bach, Carl Philipp Emanuel$d1714-1788$02561"	"[heading, p. 42:] Lied am Geburtstage."	1001072994		
"Bach, Carl Philipp Emanuel$d1714-1788$02561"	"[heading, p. 43:] Versicherung der Gnade Gottes."	1001072995		
"Bach, Carl Philipp Emanuel$d1714-1788$02561"	"[heading, p. 48:] Am Communionstage."	1001073000		
"Bach, Carl Philipp Emanuel$d1714-1788$02561"	"[heading, p. 51:] Die Liebe der Feinde."	1001073529		
"Bach, Carl Philipp Emanuel$d1714-1788$02561"	"[heading, p. 52:] Demuth."	1001073530		
"Bach, Johann Sebastian$d1685-1750$jAscertained$02539"	[heading:] [at centre:] Motetto I. [right side:] Der 149. Psalm.	1001077532		
"Pleyel, Ignace$d1757-1831$024761"	"Petits airs et rondos d'une exécution facile pour le clavecin ou le piano-forte avec accompagnement d'un violon, ad-libitum ... livre 11 [Paris, Imbault]"	991024872	PP 4608a	
"Bach, Carl Philipp Emanuel$d1714-1788$02561"	"[heading, p. 45:] Allgemeines Gebet."	1001072997		
"Bach, Carl Philipp Emanuel$d1714-1788$02561"	"[heading, p. 47:] Weihnachtslied."	1001072999		
"Bach, Carl Philipp Emanuel$d1714-1788$02561"	"[heading, p. 50:] Bußlied."	1001073002		
"Bach, Carl Philipp Emanuel$d1714-1788$02561"	"[heading, p. 56:] Vertraun auf Gottes Vorsehung."	1001073536		
"Bach, Carl Philipp Emanuel$d1714-1788$02561"	"[heading, p. 60:] Die Wachsamkeit."	1001073546		
"Bach, Carl Philipp Emanuel$d1714-1788$02561"	"[heading, p. 34:] Warnung vor der Wollust."	1001072987		
"Bach, Carl Philipp Emanuel$d1714-1788$02561"	"[heading, p. 33:] Trost der Erlösung."	1001072986		
"Bach, Carl Philipp Emanuel$d1714-1788$02561"	"[heading, p. 36:] Abendlied."	1001072988		
"Bach, Carl Philipp Emanuel$d1714-1788$02561"	"[heading, p. 37:] Das natürliche Verderben des Menschen."	1001072989		
"Bach, Carl Philipp Emanuel$d1714-1788$02561"	"[heading, p. 49:] Am neuen Jahre."	1001073001		
"Bach, Carl Philipp Emanuel$d1714-1788$02561"	"[heading, p. 53:] Wider den Uebermuth."	1001073533		
"Bach, Carl Philipp Emanuel$d1714-1788$02561"	"[heading, p. 54:] Wider den Aufschub der Bekehrung."	1001073535		
"Bach, Carl Philipp Emanuel$d1714-1788$02561"	"[heading, p. 59:] Wider den Geiz."	1001073542		
"Bach, Carl Philipp Emanuel$d1714-1788$02561"	"[heading, p. 57:] Beständige Erinnerung des Todes."	1001073538		
"Bach, Carl Philipp Emanuel$d1714-1788$02561"	"[heading, p. 58:] Der Kampf der Tugend."	1001073541		
"Cherubini, Luigi$d1760-1842$050253"	"Lodoïska Comédie Héroïque En Trois Actes Par le C-en. Fillette-Loraux Représentée pour la premier fois sur le Théâtre de la Rue Feÿdeau le 18 Juil-te. 1791. Mise En Musique Par Le C-en Cherubini. - Paris, Chez H. Nadermann, Editeur, Facteur de Harpe, et autres Instruments de Musique, Rue d'Argenteuil, Butte St. Roche, à Apollon Et aux Asresses Ordinaires. (Gravée par Huguet Musicuen Pensionnaire de la Comédie Italienne)."	991015930	"CC 2028 I,311"	
"Cherubini, Luigi$d1760-1842$050253"	"Eliza ou le voyage aux glaciers du Mont St. Bernard. Opera en deux actes. Représenté ... 1794 [Paris, imprimerie du conservatoire (gravé par le Roy)]"	991015820	"CC 2028 I,201"	
"Cherubini, Luigi$d1760-1842$050253"	"Médée, Opéra En III Actes. Paroles d'Hoffmann Musique de Cherubini Représenté Sur le Théâtre de la Faydeau le 23 Ventose l'An 5. 13. Mars 1797 vieux style. - Paris: chez Jmbault M-d. de Musique, Rue Honoré No. 200. entre la Rue des Poulies et la Maison d'Aligre, (Gravé par Huguet, L. Aubert scrp.)"	991015979	"CC 2028 I,359"	
"Cherubini, Luigi$d1760-1842$050253"	"Anacréon ou l'amour fugitif, opéra ballet en deux actes [Paris, Méhul Magasin de musique dirigé par MM. Chérubini, Kreutzer, Rode, Isouard et Boieldieu; Lyon, Garnier]"	991015699	"CC 2028 I,79"	
"Cherubini, Luigi$d1760-1842$050253"	"Démophoon, tragédie lyrique en trois actes. Représentée pour la première fois ... 1788 [Paris, Le Suisse (gravée par Huguet)]"	991015732	"CC 2028 I,112"	
"Cherubini, Luigi$d1760-1842$050253"	"... [Paris, Guillaume Gaveaux aîné]"	991015744	"CC 2028 I,124"	
"Gelinek, Josef$d1758-1825$0477310"	"VIII Variations [F] pour le clavecin ou piano-forte sur un air russe ... No. 22 [London, Robert Birchall]"	991018884	GG 985a	
"Gerstenberg, Johann Daniel$d1758-1841$030003443"	"Pesennik, ili polnoe sobranie starych i novych rossijskich narodnych i protčich pesen dlja forte-piano. (1.-2. Teil) [St. Petersburg, Gerstenberg & Dittmar]"	991019033	GG 1653a	
"Cherubini, Luigi$d1760-1842$050253"	"Messe à trois voix et choeurs avec accompagnemens [Paris, Magasin de musique]"	991015620	"CC 2028 I,1"	
"Lusse, Charles de$d1720c-1774p$030006393"	"Recueil de romances historiques, tendres et burlesques, tant anciennes que modernes avec les airs notés par M. D. L. [vol. I, vol. II nicht von Lusse] [s.l., s.n.]"	992006220	L 3093; LL 3093	
"Bach, Johann Sebastian$d1685-1750$jAscertained$02539"	[heading:] [at centre:] Motetto II.	1001081289		
"Bach, Johann Sebastian$d1685-1750$jAscertained$02539"	[heading:] [at centre:] Motetto III.	1001081290		
"Bach, Carl Philipp Emanuel$d1714-1788$02561"	"[heading, p. 7:] Prüfung am Abend."	1001072964		
"Bach, Carl Philipp Emanuel$d1714-1788$02561"	"[heading, p. 11:] Der thätige Glaube."	1001072968		
"Bach, Carl Philipp Emanuel$d1714-1788$02561"	"[heading, p. 13:] Um Ergebung in den göttlichen Willen."	1001072970		
"Bach, Carl Philipp Emanuel$d1714-1788$02561"	"[heading, p. 18:] Trost des ewigen Lebens."	1001072974		
"Bach, Carl Philipp Emanuel$d1714-1788$02561"	"[heading, p. 22:] Das Gebet."	1001072978		
"Aird, James$d1750-1795$030016993"	"Vol. I-V [Glasgow, J. McFadyen]"	991012435	"AA 549 I,3"	
"Bach, Carl Philipp Emanuel$d1714-1788$02561"	"[heading, p. 24:] Osterlied."	1001072979		
"Bach, Carl Philipp Emanuel$d1714-1788$02561"	"[heading, p. 25:] Passionslied."	1001072980		
"Bach, Carl Philipp Emanuel$d1714-1788$02561"	"[heading, p. 26:] Trost eines schwermüthigen Christen."	1001072981		
"Bach, Carl Philipp Emanuel$d1714-1788$02561"	"[heading, p. 4:] Vom Worte Gottes."	1001072961		
"Bach, Carl Philipp Emanuel$d1714-1788$02561"	"[heading, p. 8:] Danklied."	1001072965		
"Bach, Carl Philipp Emanuel$d1714-1788$02561"	"[heading, p. 14:] Passionslied."	1001072971		
"Bach, Carl Philipp Emanuel$d1714-1788$02561"	"[heading, p. 20:] Die Liebe des Nächsten."	1001072976		
"Bach, Carl Philipp Emanuel$d1714-1788$02561"	"[heading, p. 28:] Betrachtung des Todes."	1001072982		
"Bach, Carl Philipp Emanuel$d1714-1788$02561"	"[heading, p. 29:] Preis des Schöpfers."	1001072983		
"Bach, Carl Philipp Emanuel$d1714-1788$02561"	"[heading, p. 30:] Von der Quelle der guten Werte."	1001072984		
"Bach, Carl Philipp Emanuel$d1714-1788$02561"	"[heading, p. 39:] Der Weg des Frommen."	1001072991		
"Fiorillo, Federigo$d1755-1823p$030001073"	"Se al volto mai ti senti; a favorite trio from Mozart's opera of La clemenza di Tito, arranged with ten variations for the piano forte. With an accompaniment for the flute (obligato) [London, Robert Birchall]"	991018384	FF 903a	
"Kelly, Thomas Alexander Erskine, 6th Earl of$d1732-1781$030014369"	"Two sonatas for the piano forte or harpsichord with accompaniment for a violin or flute oblegato composed by Henry David Erskine aged 14 [Edinburgh, s. n. (G. Walker sculp.)]"	991018019	EE 780a	
"Boccherini, Luigi$d1743-1805$030000391"	"Six sonates [C, e, Es, D, B, g] en trio pour le clavecin ou pianoforte avec accompagnement de violon et basse ... second livre. [London, J. Dale]"	991014402	BB 3104a	
"Bach, Carl Philipp Emanuel$d1714-1788$02561"	"[heading, p. 44:] Gelassenheit."	1001072996		
"Bach, Carl Philipp Emanuel$d1714-1788$02561"	"[heading, p. 46:] Osterlied."	1001072998		
"Bach, Carl Philipp Emanuel$d1714-1788$02561"	"[heading, p. 5:] Weihnachtslied."	1001072962		
"Bach, Carl Philipp Emanuel$d1714-1788$02561"	"[heading, p. 9:] Bitten."	1001072966		
"Bach, Carl Philipp Emanuel$d1714-1788$02561"	"[heading, p. 16:] Morgengesang."	1001072972		
"Bach, Carl Philipp Emanuel$d1714-1788$02561"	"[heading, p. 6:] Geduld."	1001072963		
"Bach, Carl Philipp Emanuel$d1714-1788$02561"	"[heading, p. 17:] Gottes Macht und Vorsehung."	1001072973		
"Bach, Carl Philipp Emanuel$d1714-1788$02561"	"[heading, p. 19:] Die Ehre Gottes aus der Natur."	1001072975		
"Bach, Carl Philipp Emanuel$d1714-1788$02561"	"[heading, p. 3:] Das Glück eines guten Gewissens."	1001072960		
"Bach, Carl Philipp Emanuel$d1714-1788$02561"	"[heading, p. 10:] Osterlied."	1001072967		
"Bach, Carl Philipp Emanuel$d1714-1788$02561"	"[heading, p. 12:] Der Schutz der Kirche."	1001072969		
"Bach, Carl Philipp Emanuel$d1714-1788$02561"	"[heading, p. 21:] Auf die Himmelfahrt des Erlösers."	1001072977		
"Bach, Johann Christian$d1735-1782$02530"	"Four sonatas and two duetts [C, A, D, B, G, C] for the piano forte or harpsichord with accompaniments ... opera XV [London, Longman & Broderip]"	991013375	BB 345a	
"Bach, Johann Sebastian$d1685-1750$jAscertained$02539"	[heading:] [at centre:] Motetto V.	1001081295		
"Bach, Johann Sebastian$d1685-1750$jAscertained$02539"	[heading:] [at centre:] Motetto IV.	1001081294		
"Bach, Johann Sebastian$d1685-1750$jAscertained$02539"	[heading:] [at centre:] Motetto VI.	1001081297		
"Purcell, Henry$d1659-1695$033668"	"The songs, airs, duetts and chorusses in the masque of King Arthur ... compos'd by Purcel & Dr. Arne. [[London], John Johnston]"	990053149	P 5894; PP 5894	
"Purcell, Henry$d1659-1695$033668"	"The songs in The Indian queen: as it is now compos'd into an opera. [London, John May; John Hudgbutt (J. Heptinstall)]"	990053145	P 5887	
"Purcell, Henry$d1659-1695$033668"	"The tempest. [[London], [Goodison]]"	990053181	P 5947; PP 5947	
"Sacchini, Antonio$d1730-1786$030002777"	"Chimène ou Le Cid. Tragédie lyrique en trois actes, représentée ... le mardy 18 novembre 1783 et pour la première fois sur le théâtre de l'Académie royale de musique le lundi 9 février 1784. [Paris, auteur; Sieber; aux adresses ordinaires de musique (imprimé par Basset)]"	990056682	S 132; SS 132	
"Rousseau, Jean-Jacques$d1712-1778$067075"	"Les consolations des misères de ma vie, ou Recueil d'airs, romances et duos. [Paris, De Roullède; La Chevardière; Esprit (C. Benazech / Richomme)]"	990056239	R 2938; RR 2938	
"Paisiello, Giovanni$d1740-1816$01874"	"Chi mi mostra [Arietta]. [London, Longman & Broderip]"	990047935	P 315; PP 315	
"Purcell, Henry$d1659-1695$033668"	"The Indian queen [opera]. [[London], [B. Goodison]]"	990053144	P 5885; PP 5885	
"Purcell, Henry$d1659-1695$033668"	"Odes and choral songs [Enthält: 1. The song performed at the Yorkshire Feast; 2. Commemoration ode performed ... in Dublin; 3. Ode on the Queen's birthday. Einige Ausgaben auch mit Werken anderer Komponisten]. [[London], [Goodison]]"	990053225	P 5997; PP 5997	
"Koželuh, Leopold$d1747-1818$035531"	"Three sonatas for the harpsichord or piano-forte with accompaniments for a german flute or violin, & violoncello ... op. 34 [London, J. Bland]"	990034343	K 1547; KK 1547	
"Mozart, Wolfgang Amadeus$d1756-1791$jAscertained$0115324"	[title page:] La Clemenza di Tito. Opera seria del Sign: W: A: Mozart aggiustata per il Piano Forte di A: E: Müller.	990043659	M 5111; MM 5111	
"Lully, Jean-Baptiste$d1632-1687$0132446"	"... représentée par l'Académie royale de musique, en l'an 1686, & remise au théâtre en 1724, nouvelle édition, œuvre XVIII [Paris, Jean-Baptiste-Christophe Ballard]"	990038590	L 2958; LL 2958	
"Lavaux, Nicolas$d18.sc$030013598"	"Six sonates à deux flûtes traversières et toutes sortes d'instrumens égaux ... œuvre I|e|r [Paris, Mme Boivin; Mlle Monnet]"	990036915	L 1132	
"Lully, Jean-Baptiste$d1632-1687$0132446"	"... seconde édition [Paris, s.n. (gravée par H. d. Baussen)]"	990038594	L 2962; LL 2962	
"Lully, Jean-Baptiste$d1632-1687$0132446"	"PERSÉE, | TRAGEDIE | MISE | EN MVSIQVE | Par Monsieur de Lully, Escuyer, Conseiller | Secretaire du Roy, Maison, Couronne de | France & de ses Finances, & Sur-Intendant | de laMusique de Sa Majesté | A PARIS, | Par CHRISTOPHE BALLARD, seul Imprimeur du Roy pour la Musique, | ruë Saint Jean de Beauvais, au Mont-Parnasse. | ET SE VEND | A la Porte de l'Academie Royale de Musique, ruë Saint Honoré. | M. DC. LXXXII. | AVEC PRIVILEGE DE SA MAJESTÉ."	990038621	L 2992; LL 2992	
"Lully, Jean-Baptiste$d1632-1687$0132446"	"ACHILLE | ET POLIXENE, | TRAGEDIE. | MISE EN MUSIQUE. | Le premier Acte, | Par Feu MONSIEUR DE LULLY, | Le Prologue, & les quatre autres Actes, | Par MONSIEUR COLLASSE, | Maître de la Chapelle du Roi. | Sur la Copie de Paris | A AMSTERDAM, | Chez ANTOINE POINTEL, dans le Kalver-Straat, vis à vis la Chapelle, au Rosier. | Et se trouve, | Chez HENRI DESBORDES, Marchand Libraire, dans le Kalver-Straat. | M.DC.LXXXVIII. [D-Mbs]"	990038564	L 2931; LL 2931;	A/I$cC 3384; CC 3384
"Lully, Jean-Baptiste$d1632-1687$0132446"	"... représentée pour la première fois par l'Académie royale de musique, le troisième jour de février 1680, troisième édition, de cinq manières différentes de partition générale [Paris, Christophe Ballard]"	990038646	L 3017; LL 3017	
"Lully, Jean-Baptiste$d1632-1687$0132446"	"... seconde édition [Paris, s.n. (gravée par H. de Baussen)]"	990038657	L 3028; LL 3028	
"Lully, Jean-Baptiste$d1632-1687$0132446"	"Acis et Galatée. Pastorale héroïque [Paris, Christophe Ballard]"	990038565	L 2932; LL 2932	
"Lully, Jean-Baptiste$d1632-1687$0132446"	"Phaëton. Tragédie [Paris, Christophe Ballard]"	990038631	L 3002; LL 3002	
"Lully, Jean-Baptiste$d1632-1687$0132446"	"... seconde édition [Paris, s.n. (gravée par H. de Baussen)]"	990038632	L 3003; LL 3003	
"Loeillet, Jean-Baptiste$d1688-1720c$030011987"	"Sonatas or solos for a flute with a through bass for the harpsicord or bass violin ... parte prima [London, J. Walsh & J. Hare]"	990038363	L 2713	
"Lemoyne, Jean Baptiste$d1751-1796$030001924"	"Les prétendus. Comédie lirique, représentée pour la première fois par l'Académie royale de musique le mardi 2 juin 1789 [Paris, auteur (gravée par Huguet)]"	990037678	L 1915; LL 1915	
"Le Sueur, Jean-François$d1760-1837$096260"	"Télémaque dans l'isle de Calypso, ou Le triomphe de la sagesse. Tragédie lyrique en trois actes, représenté pour la première fois sur le théâtre Faydeau le 11 mai 1796 (vieux style), en floréal année 4|e [Paris, H. Naderman (gravé par Huguet)]"	990037901	L 2149; LL 2149	
"Lidl, Andreas$d1789a+$030009502"	"Six duettos [D, B, C, F, G, d] for the violin and tenor, with a separate part for the violoncello ... opera 3|d [London, author]"	990038037	L 2372	
"Locatelli, Pietro Antonio$d1695-1764$030001978"	"L'arte del violino. XII Concerti cioe, violino solo, con XXIV capricci ad libitum ... violino primo, violino secondo, alto, violoncello solo, e basso ... opera terza [Amsterdam, Michel-Charles Le Cène]"	990038257	L 2605; LL 2605	
"Locatelli, Pietro Antonio$d1695-1764$030001978"	"VI Sonatas for two german flutes or two violins with a thorough bass for the harpsicord or violoncello ... opera terza [Nachdruck der authentischen Ausgabe Opus V] [London, J. Walsh]"	990038264	L 2612; LL 2612	
"Loeillet, Jean-Baptiste$d1688-1720c$030011987"	"XII Sonatas or solos for a flute with a thorough bass for the harpsicord or bass violin ... opera terza [London, J. Walsh & J. Hare]"	990038368	L 2718	
"Linley, Thomas$d1733-1795$030004466"	"The gentle shepherd. A pastoral ode ... for the german flute or violin [London, Samuel, Ann & Peter Thompson]"	990038166	L 2508; LL 2508	
"Linley, Thomas$d1733-1795$030004466"	"In my pleasant native plains. A favourite song [London, Samuel, Ann & Peter Thompson]"	990038116	L 2453	
"Lampugnani, Giovanni Battista$d1708-1788$030001863"	"Six sonatas [G, A, B, A, D, A] for two violins and a thorough bass [London, Charles & Samuel Thompson]"	990036312	L 521	
"Leclair, Jean-Marie$d1697-1764$030001905"	"Six Sonatas for two Violins ... [ohne Opuszahl] [London, Walsh]"	990037095	L 1315; LL 1315	
"Le Jeune, Claude$d1528p-1600$030006876"	"... mis en musique à quatre parties [Paris, Robert Ballard]"	990037456	L 1687	
"Lehmann, Friedrich Adolph von$d1768-1841$0477309"	"[Zuweisung fraglich:] Des Mädchens Klage. Ein Gedicht von Schiller, in Musik gesetzt [v/hpcd] ... von Adolph von Lehmann [Leipzig, Breitkopf & Härtel]"	990037413	L 1644	
"Mozart, Wolfgang Amadeus$d1756-1791$0115324"	"Les mistères d'Jsis. Opéra en quatre actes. Représenté à Paris au théâtre des arts. Paroles de E. Morel. Arrangé et mis en scène par Lachnith. Musique de W. A. Mozart [Paris, Sieber père]"	990043339	M 4773; MM 4773	
"Mozart, Wolfgang Amadeus$d1756-1791$0115324"	"Die Zauberflöte, eine grosse Oper in zwey Aufzügen, fürs Clavier oder Pianoforte von W. A. Mozart. Erstes und Zweites Heft [Leipzig, in Commission der Breitkopfischen Musikhandlung]"	990043351	M 4785; MM 4785	
"Mozart, Wolfgang Amadeus$d1756-1791$0115324"	"Sei quartetti per due violini, viola, e violoncello. Composti e dedicati al Signor Giuseppe Haydn ... opera X [Wien, Artaria & Co.]"	990044646	M 6110; MM 6110	
"Mozart, Wolfgang Amadeus$d1756-1791$0115324"	"Three quartettos, for two violins, tenor & violoncello ... op. 18 [London, William Forster]"	990044723	M 6187; MM 6187	
"Mozart, Wolfgang Amadeus$d1756-1791$0115324"	"Quartetto per flauto o violino primo, violino secondo, viola e basso ... [Satz 2 und 3 von KV 285a] [London, Preston]"	990044735	M 6199	
"Méhul, Etienne-Nicolas$d1763-1817$0101056"	"Joseph en Egypte. Opéra en III actes. Comp. par F. Méhul. Arrangé pour le Pianoforte à quatre mains par F. de Boyneburgk [Leipzig, F. Hoffmeister]"	990040627	M 1942	
"Meyer, Philippe-Jacques$d1737-1819$030004468"	"A choice collection of French songs, duetts and trios, selected from the favourite operas, adapted for the harp, piano-forte or harpsichord [London, John Welcker]"	990041184	M 2515	
"Michele, Joseph$d18/19$030012611"	"His Majesty's review of the Volunteer Corps of London ... in Hyde Park, June 4|t|h, 1799. A sonata for the piano forte ... (op. 2) [London, Goulding, Phipps & D'Almaine]"	990041336	M 2669	
"Milán, Luis$d1500c-1561p$030013127"	"Libro de musica de vihuela de mano, intitulado El maestro. El qual trahe el mesmo estilo y orden que un maestro traheria con un discipulo principiante [Valencia, Francisco Diaz Romano]"	990041388	M 2724; MM 2724	
"Mazzinghi, Joseph$d1765-1844$030002148"	"The turnpike gate. A comic opera in two acts [London, Goulding, Phipps & D'Almaine]"	990040268	M 1579; MM 1579	
"Mazzinghi, Joseph$d1765-1844$030002148"	"L'Amour et Psiché. The favorite grand ballet ... op. 25 [pf] [London, Longman & Broderip]"	990040223	M 1533; MM 1533	
"Martini, Johann Paul Aegidius$d1741-1816$0477616"	"Sapho. Tragédie en trois actes ... représentée pour la première fois ... le 22 frimaire l'an 3|e de la République [Paris, auteur (Lobry)]"	990039830	M 1113; MM 1113	
"Mazzinghi, Joseph$d1765-1844$030002148"	"Three duetts for the piano forte, with or without additional keys ... op. 35 [London, Goulding, Phipps & D'Almaine]"	990040332	M 1643	
"Mazzinghi, Joseph$d1765-1844$030002148"	"Admiral Lord Nelson's victory. A sonata for the piano forte ... in commemoration of the glorious I|s|t of August, 1798 [London, Goulding, Phipps & D'Almaine]"	990040347	M 1658	
"Méhul, Etienne-Nicolas$d1763-1817$0101056"	"Euphrosine, ou Le tyran corrigé. Comédie en trois actes et en vers par F. Hoffman, représentée ... le samedi, 4 septembre 1790 [Paris, Cousineau père & fils]"	990040497	M 1810; MM 1810	
"Mouret, Jean-Joseph$d1682-1738$030004590"	"La Provençale. Nouvelle entrée ajoutée aux Festes de Thalie en septembre 1722 [Paris, Jean-Baptiste-Christophe Ballard]"	990042547	M 3969	
"Mozart, Wolfgang Amadeus$d1756-1791$0115324"	"Die Hochzeit des Figaro ... fürs Klavier eingerichtet von Siegfried Schmiedt. Erster Akt [Leipzig, Breitkopf & Härtel]"	990042918	M 4348	
"Mozart, Wolfgang Amadeus$d1756-1791$0115324"	"Così fan tutte, o sia La scuola degli amanti, per il cembalo, dal Sign. Volfgango Amadeo Mozart. Raccolta I. II. III. Weibertreue, oder Die Mädchen sind von Flandern. Ein komisches Singspiel in zwey Acten von Herrn Wolfgang Amadeus Mozart Im Klavierauszuge von Siegfried Schmiedt. Erstes, Zweytes, Drittes Heft"	990043265	M 4699; MM 4699	
"Moulds, John$d18/19$030012622"	"The matchless maid of Morpeth. A legendary tale, written by G. S. Carey, set to music with accompanyments [London, Longman & Broderip]"	990042467	M 3884	
"Selle, Thomas$d1599-1663$jAscertained$030006456"	"[heading, p. 10:] II. | Uber das Evangelium am Andern | Advents Sontage/ | [...] | Dises Lied kan auch gesungen werden auf die Melo= | dei des Kirchengesanges: | Wacht auf Jhr Christen alle/ u.s.w."	1001067412		
"Selle, Thomas$d1599-1663$jAscertained$030006456"	"[heading, p. 16:] III. | Uber das Evangelium am dritten | Advents Sontage/ | [...] | Dises Lied kan auch gesungen werden auff die Melo= | dei des überal [!] bekanten Gesanges: | Kompt her zu mir/ spricht GOttes Sohn/ [&]c."	1001067418		
"Weldon, John$d1676-1736$030004520"	"Divine harmony. Six select anthems for a voice alone with a thorow bass for the organ, harpsicord or arch-lute ... very proper not only in private devotion, but also for choirs, where they may be sung either by a treble or tenor (Divine harmony. The 2|d collection being select anthems ...). [London, John Walsh & J. Hare]"	990068158	W 629; WW 629	
Anonymus$030004985	"Of noble race was Shenkin. A favourite Welch air with variations for the harp, harpsichord, violin or german flute. [London, S., A. & P. Thompson]"	990072034	AN 2038	
Anonymus$030004985	"New music for the piano forte or harp, never before published. Being a collection of choice airs, to which the Canadians sing their chansons de voyage, or, Paddling songs, when navigating the lakes & rivers of Canada in their bark canoes [Nr. 1-9; 1. Mon père n'avoit fille que moi] [London, J. Fentum]"	990071937	AN 1929	
"Woodward, Richard$d1743c-1777$030014117"	"Songs, canons and catches for one, two, three, four, six and eight voices ... opera prima. [London, Peter Welcker; for the author]"	990069266	W 1863	
"Selle, Thomas$d1599-1663$jAscertained$030006456"	"[heading, p. 348 (recte 346):] LVII. | Uber das Evangelium am sechs und zwantzig= | sten Sontage nach dem Feste der H. | Dreifaltigkeit/ | [...] | Dises kan gesungen werden auff die Melodei deß | bekanten Lides: | O Welt Jch muß Dich lassen/ u.s.w."	1001068546		
Anonymus$030004985	"Canzonets for two voices, german flutes or guitars, being a collection of the most favourite French songs. Book. II. No. V. [v/b] [London, I. Walsh]"	990070746	AN 445	
Anonymus$030004985	"Twenty four Country dances for the year 1772, with proper tunes & directions to each dance, as they are perform'd at Court, Bath & all publick assemblys [1 v] [London, C. & S. Thompson]"	990070918	AN 686	
"Selle, Thomas$d1599-1663$jAscertained$030006456"	"[heading, p. 302:] L. | Uber das Evangelium am neunzehenden Son= | tage nach dem Feste der H. Dreifaltigkeit/ | [...] | Dises kan gesungen werden auf die Melodei deß bekanten | Passion=Lides: | O wir arme Sünder/ u.s.w."	1001068534		
