UTL Catkey	100	245	260	300	RISM A number	RISM B number	RISM ID	Correct A number	Correct B number	CDN-Tu?	Notes	RISM ID no	[ACTUAL NUMBERS]	New 510
3797402	"Grétry, André-Ernest-Modeste,1741-1813"	"10$aPartition des Evenemens jmprévus;$bcomédi en trois actes.$cRepresentée à Versailles, devant leurs Majestés le 11. novembre 1779 ...  Oeuvre XVI."	"0\$aParis,$bGravée par le Sr Huguet, Chez Houbaut [etc.] Imprimée par Basset$c[1780?]"	"[2] p., score (141 p.)"	G 4139		990023087			No		RISM ID no. 	990023087	RISM ID no. 990023087
3797411	"Grétry, André-Ernest-Modeste,1741-1813"	"13$aLe Huron;$bcomedie en deux actes, et en vers.$cRepresentée pour la premiere fois, par les Comediens Italiens, le 20 aoust 1768."	"0\$aParis,$bMd Beraux, imprimé par Montulay$c[ca. 1770]"	score (183 p.)	G 4182		990023117			No		RISM ID no. 	990023117	RISM ID no. 990023117
3797414	"Grétry, André-Ernest-Modeste,1741-1813"	10$aPartition du jugement de Midas;$bcomédie en trois actes. Représentée a Paris le 27. juin 1778 ... Oeuvre XIV.	"0\$aParis,$bM. Houbaut, Gravée par Dezauche, Imprimée par Basset$c[ca. 1778]"	score (184 p.)	G 4201		990023132			No		RISM ID no. 	990023132	RISM ID no. 990023132
3797419	"Grétry, André-Ernest-Modeste,1741-1813"	14$aLes mariages samnites;$bdrame lyrique en trois actes et en prose.$cReprésenté pour la premiere fois par les comédiens italiens ordinaires du Roi le 12. juin 1776 ...  Oeuvre XIII.	"0\$aParis,$bGravé par J. Dezauche, M. Houbaut, Imprimé par Basset$c[ca. 1776]"	"[2] p., score (186 p.)"	G 4250 		990023168			No	UTL title does not match RISM	RISM ID no. 	990023168	RISM ID no. 990023168
3797426	"Grétry, André-Ernest-Modeste,1741-1813"	"10$aPanurge dans l'Isle des Lanternes;$bcomédie lirique en trois actes.$cReprésentée pour la premiere fois, par l'Academie royale de musique, le mardi 25 janvier 1785.  Oeuvre XXIII."	"0\$aParis,$bGravé par Huguet; Chez l'auteur$c[1797?]"	"[2] p., score (232 p.)"	GG 4282a		991019485			No		RISM ID no. 	991019485	RISM ID no. 991019485
3797430	"Grétry, André-Ernest-Modeste,1741-1813"	10$aPierre le Grand;$bcomédie en prose et en trois actes.  Paroles de M. Bouilly.$cReprésentée pour la premiere fois par les Comédiens italiens ordinaires du Roi le mercredi 13 janvier 1790.  Oeuvre XXIX.	"0\$aParis,$bGravé par Huguet; Chez Mlle J. Grétry$c[1790?]"	"[1] p., score (186 p.)"	G 4316		990023220			No		RISM ID no. 	990023220	RISM ID no. 990023220
3797441	"Grétry, André-Ernest-Modeste,1741-1813"	10$aSilvain;$bcomédie en un acte et en vers.	"0\$aParis,$bAux adresses ordinaires, Gravé par le Sr Dezauche, Imprime par Montulai$c[1770]"	score (134 p.)	G 4438		990023323			No		RISM ID no. 	990023323	RISM ID no. 990023323
3797445	"Grétry, André-Ernest-Modeste,1741-1813"	"13$aLa fausse magie;$bcomédie en un acte.$cReprésentée pour la premiere fois sur le Théâtre de la Comédie italienne, le mercredi premier février 1775."	"0\$aParis,$bM. Houbaut, Gravée par J. Dezauche, Imprimé par J. Dezauche, Imprimé par Basset$c[ca. 1775]"	score (188 p.)	G 4155		990023098			No		RISM ID no. 	990023098	RISM ID no. 990023098
3797460	"Handel, George Frideric,1685-1759."	10$aJephtha.$bArr. for the organ or piano forte$cby John Clarke.	"00$aLondon,$bS.J. Button & J. Whitaker$c[between 1808 and 1814]"	"[1], 210, [1] p."	HH 583a		991019881			No		RISM ID no. 	991019881	RISM ID no. 991019881
3797497	"Handel, George Frideric,1685-1759."	"04$a[The celebrated chorusses from Handel's oratorios,$barr. for the organ or piano forte$cby Dr. Callcott, Mr. Hook, and other esteemed authors."	"0\$aLondon,$bPrinted & sold by Preston,$cca. 1813]"	v.1	RISM		Not in RISM							
3797502	"Handel, George Frideric,1685-1759."	"10$aRedemption;$ba sacred oratorio in score, selected from the favorite works of G.F. Handel, and formed into a regular drama$cby Samuel Arnold."	"0\$aLondon,$bR. Birchall$c[ca. 1814]"	"315, [1], 8 p. (8 p. at end advertisements)"	H 822		990025118			No		RISM ID no. 	990025118	RISM ID no. 990025118
3797524	"Handel, George Frideric,1685-1759."	"10$aCoronation anthem,$badapted for the harpsichord or piano forte."	0\$a[London]$bPrinted by J. Bland$c[between 1778 and 1895]	276-279 p.	H 1168		990025416			No		RISM ID no. 	990025416	RISM ID no. 990025416
3797533	"Schobert, Johann,-1767"	"14$aThe second sonata from op. the 8th, for the harpsichord."	0\$a[London]$bPrinted by J. Bland$c[between 1778 and 1795]	part 2	SS 1960a		Not in RISM							
3797552	"Handel, George Frideric,1685-1759."	"14$aThe Messiah;$ban oratorio in complete score,$ccomposed by G.F. Handel; as first performed in the year 1741, with all his subsequent alterations & additions.  Appended to which ... are the accompaniments for wind instruments added by W.A. Mozart.  The whole carefully rev. & arr. with a compressed acc. for the piano forte or organ, by J. Addison."	"0\$aLondon,$bD'Almaine$c[183-?]"	"[3], 343, [1] p.port."	H 722		990025020			No		RISM ID no. 	990025020	RISM ID no. 990025020
3797562	"Handel, George Frideric,1685-1759."	"00$aSix overtures,$bfitted to the harpsichord or spinnet ... being all proper pieces for the improvement of the hand on the harpsichord or spinnet."	"0\$aLondon,$bI. Walsh$c[1739]"	"[1], 25 p."	H 1305		990025551			No		RISM ID no. 	990025551	RISM ID no. 990025551
3797567	"Handel, George Frideric,1685-1759."	"10$aTheodora;$barranged for the organ, or piano forte,$cby Dr. John Clarke."	"0\$aLondon,$bButton, Whitaker and Beadnell$c[between 1814 and 1819]"	"[1], 147 p."	HH 954a		991019950			No		RISM ID no. 	991019950	RISM ID no. 991019950
3797596	"Hawkins, John,1719-1789"	02$aA general history of the science and practice of music.	"0\$aLondon,$bT. Payne,$c1776."	"5 v.illus., diagrs., facsims., music, plates, ports."		"VI, 399"	Not in RISM							
3797636	"Haydn, Joseph,1732-1809"	"00$aThree [i.e. six] quartetts for two violins,$btenor & violoncello.  Op. 76."	"0\$aLondon,$bPrinted by M. Clementi$c[between 1801 and 1810]"	4 parts.	 H 3573		990027730			No		RISM ID no. 	"990027730, 990027718"	"RISM ID no. 990027730, 990027718"
3797636	"Haydn, Joseph,1732-1809"	"00$aThree [i.e. six] quartetts for two violins,$btenor & violoncello.  Op. 76."	"0\$aLondon,$bPrinted by M. Clementi$c[between 1801 and 1810]"	4 parts.	H 3561 					No		RISM ID no. 		RISM ID no. 
3797638	"Haydn, Joseph,1732-1809"	02$aA grand sonata for the piano forte.$bOp. 79.	"0\$aLondon,$bThe proprietor, and J. and H. Caulfield$c[ca. 1800]"	"[1], 15 p."	H 3954		990028107			No		RISM ID no. 	990028107	RISM ID no. 990028107
3797641	"Haydn, Joseph,1732-1809"	00$aGrande sonate pour le forte-piano.$bOeuvre 92.	"0\$aParis$b[Viguerie,$c1799]"	"[1], 15 p."	H 3694		990027850			No		RISM ID no. 	990027850	RISM ID no. 990027850
3797649	"Haydn, Joseph,1732-1809"	00$aHaydn's symph[onies] VII-[XII.	"0\$aLondon,$bPrinted by Cianchettini & Sperati,$cbetween 1807 and 1811]"	"score (1 v., various pagings)"	H 3042		990027203			No		RISM ID no. 	990027203	RISM ID no. 990027203
3797663	"Haydn, Joseph,1732-1809"	00$aTrois sonates pour le forté piano avec accompagnt de violon et violoncelle.$bOeuvre 87e.	"0\$aParis,$bPleyel$c[180-]"	parts 1-2	H 3758		990027914			No		RISM ID no. 	990027914	RISM ID no. 990027914
3797685	"Hess, Joachim,1730-1810 or 11"	"10$aLuister van het orgel,$bof naauwkeurige aanwyzinge, hoe men, door eene gepaste registreering en geschikte bespeeling, de voortreffelyke hoedanigheden en verwonderenswaardige vermogens van een kerk- of huisorgel in staat is te vertoonen.  Tot onderrigting van alle liefhebbers van het orgelspel, inzonderheid voor jonge organisaten, leerlingen, en allen die zig eene bekwaame behandeling van het orgel tragten eigen te maaken."	"0\$aGouda,$bJ. vander Klos,$c1772."	"xii, 78 p."		"VI, 411"	Not in RISM							
3797688	"Hess, Joachim,1730-1810 or 11"	"10$aDispositien der merkwaardigste kerkorgelen,$bwelken in de zeven Verëenigde Provincien als mede in Duytsland en elders aangetroffen worden.  Benevens eene beschryving van het nieuw en uitmuntend orgel in de St. Jans kerk te Gouda.  Dienende tot een vervolg op de Luister van het orgel."	"0\$aGouda,$bJ. vander Klos,$c1774."	"vi, 200 p."		"VI, 410"	Not in RISM							
3797692	"Hiller, Johann Adam,1728-1804"	"10$aAnweisung zum Violinspielen,$bfür Schulen, und zum Selbstunterrichte.  Nebst einem kurzgefassten Lexicon der fremden Wörter und Benennungen in der Musik."	"0\$aLeipzig,$bBreitkopf$c[1792]"	"[4], 86 p.music."		"VI, 413"	Not in RISM							
3797694	"Hiller, Johann Adam,1728-1804"	"10$aExempel-Buch der Anweisung zum Singen,$bzum Gebrauche der Schulen und anderer Liebhaber des Gesanges."	"0\$aLeipzig,$bJ.F. Junius,$c1774."	64 p.music.		"VI, 413"	Not in RISM							
3797697	"Hoffmeister, Franz Anton,1754-1812"	"00$aTrio for two violins & violoncello.$bComposed in an easy, pleasing stile.  No. 1."	"0\$aLondon,$bMonzani & Cimador$c[between 1800 and 1803]"	3 parts.			Not in RISM				No RISM A or B number			
3797700	"Holden, John,18th cent."	13$aAn essay towards a rational system of music.	"0\$aGlasgow,$bPrinted by R. Urie for the author,$c1770."	"viii, 148 p.12 plates."		"VI, 419"	not in RISM							
3797748	"Lebrun, Louis Sébastien,1764-1829"	"00$a[Morceaux du Rossignol,$bopéra comique.$cParoles d'Étienne]"	"0\$aParis,$bPacini$c[between 1812 and 1820]"	1 v. (various pagings)	LL 1249 I 19		991029794			no		RISM ID no. 	"991029794, 991029795, 991029796, 991029797, 991029798, 991029799"	"RISM ID no. 991029794, 991029795, 991029796, 991029797, 991029798, 991029799"
3797748	"Lebrun, Louis Sébastien,1764-1829"	"00$a[Morceaux du Rossignol,$bopéra comique.$cParoles d'Étienne]"	"0\$aParis,$bPacini$c[between 1812 and 1820]"	1 v. (various pagings)	LL 1249 I 20					no		RISM ID no. 		RISM ID no. 
3797748	"Lebrun, Louis Sébastien,1764-1829"	"00$a[Morceaux du Rossignol,$bopéra comique.$cParoles d'Étienne]"	"0\$aParis,$bPacini$c[between 1812 and 1820]"	1 v. (various pagings)	LL 1249 I 21					no		RISM ID no. 		RISM ID no. 
3797748	"Lebrun, Louis Sébastien,1764-1829"	"00$a[Morceaux du Rossignol,$bopéra comique.$cParoles d'Étienne]"	"0\$aParis,$bPacini$c[between 1812 and 1820]"	1 v. (various pagings)	LL 1249 I 22					no		RISM ID no. 		RISM ID no. 
3797748	"Lebrun, Louis Sébastien,1764-1829"	"00$a[Morceaux du Rossignol,$bopéra comique.$cParoles d'Étienne]"	"0\$aParis,$bPacini$c[between 1812 and 1820]"	1 v. (various pagings)	LL 1249 I 23					no		RISM ID no. 		RISM ID no. 
3797748	"Lebrun, Louis Sébastien,1764-1829"	"00$a[Morceaux du Rossignol,$bopéra comique.$cParoles d'Étienne]"	"0\$aParis,$bPacini$c[between 1812 and 1820]"	1 v. (various pagings)	LL 1249 I 24					no		RISM ID no. 		RISM ID no. 
3797750	"Jadin, Louis-Emmanuel,1768-1853."	"10$aÇa m'est égal;$bou, L'égoïste, chanson.$cParoles de J.E. Dépreaux."	"0\$aParis,$bMomigny$c[18--]"	10-11 p.			not in RISM							
3797759	"Doche, Joseph Denis,1766-1825"	00$aWalse de Frontin mari garçon.$cParoles de Mrs. Scribe et Melesville.  Avec accompagnement de piano.	"0\$aParis,$bHentz, Jouve$c[1828?]"	0.708333333	DD 3316c		991017464			no		RISM ID no. 	991017464	RISM ID no. 991017464
3797767	"Doche, Joseph Denis,1766-1825"	13$aLe premier pas;$bromance du Petit courier.$cParoles de Mrs. Moreau et Bouilly.  Musique et accompagnement de piano ou harpe par J.D. Doche.	"0\$aParis,$bJouve$c[between 1822 and 1829]"	0.625	D 3309		990015067			no		RISM ID no. 	990015067	RISM ID no. 990015067
3797771	"Gelinek, Joseph,1758-1825"	"01$a[Airs,$cetc. with variations for the pianoforte."	"0\$aLondon,$cbetween 1809 and 1855]"	1 v. (various pagings)			"991018951, 991018952, possibly others"	"GG 1359a, GG 1359a, possibly others"		no	titles in this volume will need to be checked	RISM ID no. 	"991018951, 991018952, possibly others"	"RISM ID no. 991018951, 991018952, possibly others"
3797785	"Jackson, William,fl. 1726"	"02$aA preliminary discourse to a scheme,$bdemonstrating and shewing the perfection and harmony of sounds."	"0\$aWestminster,$bPrinted by J. Cluer and A. Campbell$c[1726?]"	"53, [2] p. (p. [2] at end advertisement)fold. plate."		"VI, 431"	not in RISM							
3797789	"Jadin, Louis-Emmanuel,1768-1853arr."	"14$aLes veillées du salon;$bnouvelle suite des soirées agréables de la campagne, dédiées aux dames.  [6e.] recueil de contre-danses, waltzes, sauteuses et anglaises de Veber et des meilleurs auteurs, arrangées pour le forte-piano."	"0\$aParis,$bFrere fils$c[between 1812 and 1822]"	0.5	J 406?		990032479			no		RISM ID no. 	990032479	RISM ID no. 990032479
3797801	"Dussek, Johann Ladislaus,1760-1812."	"01$a[Collection of sonatas for piano alone,$bor with accompaniment, and concerto for piano."	"0\$aLondon,$cbetween 1795 and 1821]"	1 v. (various pagings)	D 4239		990015945				"Three RISM A numbers: D 4195, D4239, D 4014"	RISM ID no. 	990015945	RISM ID no. 990015945
3797804	"Keller, Gottfried,-1704"	"02$aA compleat method for attaining to play a thorough bass,$bupon either organ, cord or theorbo-lute.$cWith variety of proper lessons and fuges, explaining the several rules ... and a scale for tuning the harpsicord or spinnet ..."	"0\$aLondon,$bJ. Cullen,$c1707."	"[2], 14 leaves.music."		"VI, 442"	Not in RISM							
3797812	"Kircher, Athanasius,1602-1680"	"10$aPhonurgia nova;$bsive, Conjugium mechanico-physicum artis & natvrae paranympha phonosophia concinnatum ..."	"0\$aCampidonae,$bR. Dreherr,$c1673."	"[41], 229, [16] p.illus., plates, port., diagrs."		"VI, 450"	Not in RISM							
3797814	"Kirnberger, Johann Philipp,1721-1783"	14$aDie wahren Grundsätze zum Gebrauch der Harmonie ...$bals ein Zusatz zu der Kunst des reinen Satzes in der Musik.	"0\$aBerlin,$bG.J. Decker und G.L. Hartung,$c1773."	115 (i.e. 113) p.		"VI, 454"	Not in RISM							
3797817	"Kirnberger, Johann Philipp,1721-1783"	"14$aDie Kunst des reinen Satzes in der Musik,$baus sicheren Grundsätzen hergeleitet und mit deutlichen Beyspielen erläutert."	"0\$aBerlin,$bIn Commission by C.F. Voss,$c1776-1779."	"v. 2 1,3 in 2music."		"VI, 453"	Not in RISM							
3797844	"Kreutzer, Rodolphe,1766-1831."	"10$aLodoiska;$bcomédie en trois actes, en prose.  Paroles de De Jaure.$cRéprésentée pour la première fois par les Comédiens italiens."	"0\$aParis,$bGravé par Huguet; Chez l'Auteur [etc.,$c1791?]"	score (198 p.)	K 2072		990034858			No		RISM ID no. 	990034858	RISM ID no. 990034858
3797848	"Krommer, Franz,1759-1831"	00$aTrois duos pour deux violons.  Oeuvre 2e.	"0\$aParis,$bImbault$c[between 1806 and 1814]"	2 parts.	K 2756		990035527			No		RISM ID no. 	990035527	RISM ID no. 990035527
3797850	"Krommer, Franz,1759-1831"	00$aTrois duos concertans pour deux violons.$bOp. [6]	"0\$aParis,$bSieber père$c[between 1809 and 1813]"	2 parts.	K 2761a		990035532	K 2761		No		RISM ID no. 	990035532	RISM ID no. 990035532
3797853	"Krommer, Franz,1759-1831"	"00$aSix duos pour deux violons.$bOpéra 22, [1ère-2e] partie."	"0\$aParis,$bImbault$c[between 1806 and 1814]"	2 parts.	K 2772		990035543			No		RISM ID no. 	990035543	RISM ID no. 990035543
3797855	"Krommer, Franz,1759-1831"	00$aTrois duos pour deux violons.$bOeuvre 5[1] liv. I]	"0\$aBonn,$bN. Simrock$c[1806 or 7]"	2 parts.	K 2791		990035562			No		RISM ID no. 	990035562	RISM ID no. 990035562
3797858	"Krommer, Franz,1759-1831"	"00$aTrois duos pour deux violons.$bOeuvre 51, liv. 11."	"0\$aBonn,$bN. Simrock$c[1806 or 7]"	2 parts.	K 2791		990035562			No		RISM ID no. 	990035562	RISM ID no. 990035562
3797861	"Krommer, Franz,1759-1831"	00$aTrois grands duos pour deux violons ...$bOeuvre 94.	"0\$aParis,$bSieber père$c[between 1813 and 1822]"	2 parts.	K 2801		990035571			No		RISM ID no. 	990035571	RISM ID no. 990035571
3797863	"Krommer, Franz,1759-1831"	00$aTrois duos pour deux violons ...$bOeuvre 110.	"0\$aParis,$bRichault$c[between 1825 and 1829]"	2 parts.	K 2804		990035574			No		RISM ID no. 	990035574	RISM ID no. 990035574
3797866	"Krommer, Franz,1759-1831"	"00$aSonata per il violino,$ccon l'accompagnamento di viola.  Oeuvre 42."	"0\$aBrunsvigo,$bMagazzino di musica, nella strada chiamata die Höhe$c[18--]"	2 parts.	K 2789		990035560			No		RISM ID no. 	990035560	RISM ID no. 990035560
3797867	"Krommer, Franz,1759-1831"	00$aSonate pour le violon avec accompagnent de basse.$bOeuvre 45.	"0\$aParis,$bMme Duhan$c[between 1802 and 1824]"	2 parts.			Not in RISM				No RISM A or B number			
3797870	"Krommer, Franz,1759-1831"	"00$aDeux thèmes variés pour violon,$cavec basse adlibitum, par Krommer et La Croix."	"0\$aParis,$bSieber père$c[between 1809 and 1813]"	2 parts.	KK 2825z 		Not in RISM							
3797901	"Laborde,M. de(Jean-Benjamin),1734-1794"	10$aEssai sur la musique ancienne et moderne.	"00$aParis,$bDe l'Impr. de P.D. Pierres, imprimeur ordinaire du Roi, et se vend chez E. Onfroy,$c1780."	"4 v.illus. (part fold.) music, tables (part fold.)"		"VI, 466"	Not in RISM							
3797979	"Lauterbach, Johann,1531-1593"	"10$aCithara Christiana;$bpsalmodiarvm sacrarvm libri septem. Christliche Harpffen; geistlicher Psalmen vnd Lobgeseng sieben Bücher, zusammen geordnet durch Johan Lauterbach."	"0\$aLipsiae,$c1586."	"[23], 770, [38] p."		"VIII, 1585/07"	Not in RISM							
3797991	"Leach, James,1762-1798"	"12$aA collection of hymn tunes and anthems,$bcomposed and adapted for a full choir$cby James Leach."	"0\$aLondon,$bPrinted & sold by T. Preston$c[between 1810 and 1822]"	"[1] p., score (265 p.)"	L 1195		Not in RISM							
